DimDateId,PersianInt,PersianStr,persianYear,persianMonth,persianMonthName,persianDay,PersianDayName,PersianDayOfWeek,persianDayOfMonth,persianWeekOfYear,persianSeasonOfYear,persianSeasonName,PersianMonthDay,PersianFullName,GregorianYearInt,GregorianStr,GregorianStrDash,GregorianMonth,GregorianMonthName,GregorianDayOfMonth,GregorianMonthDay,GregorianYearMonth,GregorianDayOfWeekName,HalfOFYearName,HalfOFYear,IsHoliday,DecadeName,Decade,HalfMoonName
94,13930401,1393/04/01,1393,4,تير,94,یکشنبه,2,1,15,2,سه ماهه دوم,4,یکشنبه 1 تیر 1393,201406,2014-06-22 00:00:00.000,2014-06-22,6,June,22,622,201406,Sunday,نيمسال اول,1,NULL,دهه اول,31,نیمه اول ماه
95,13930402,1393/04/02,1393,4,تير,95,دوشنبه,3,2,15,2,سه ماهه دوم,4,دوشنبه 2 تیر 1393,201406,2014-06-23 00:00:00.000,2014-06-23,6,June,23,623,201406,Monday,نيمسال اول,1,NULL,دهه اول,32,نیمه اول ماه
96,13930403,1393/04/03,1393,4,تير,96,سه شنبه,4,3,15,2,سه ماهه دوم,4,سه شنبه 3 تیر 1393,201406,2014-06-24 00:00:00.000,2014-06-24,6,June,24,624,201406,Tuesday,نيمسال اول,1,NULL,دهه اول,33,نیمه اول ماه
97,13930404,1393/04/04,1393,4,تير,97,چهارشنبه,5,4,15,2,سه ماهه دوم,4,چهارشنبه 4 تیر 1393,201406,2014-06-25 00:00:00.000,2014-06-25,6,June,25,625,201406,Wednesday,نيمسال اول,1,NULL,دهه اول,34,نیمه اول ماه
98,13930405,1393/04/05,1393,4,تير,98,پنج شنبه,6,5,15,2,سه ماهه دوم,4,پنج شنبه 5 تیر 1393,201406,2014-06-26 00:00:00.000,2014-06-26,6,June,26,626,201406,Thursday,نيمسال اول,1,NULL,دهه اول,35,نیمه اول ماه
99,13930406,1393/04/06,1393,4,تير,99,جمعه,7,6,15,2,سه ماهه دوم,4,جمعه 6 تیر 1393,201406,2014-06-27 00:00:00.000,2014-06-27,6,June,27,627,201406,Friday,نيمسال اول,1,True,دهه اول,36,نیمه اول ماه
100,13930407,1393/04/07,1393,4,تير,100,شنبه,1,7,16,2,سه ماهه دوم,4,شنبه 7 تیر 1393,201406,2014-06-28 00:00:00.000,2014-06-28,6,June,28,628,201406,Saturday,نيمسال اول,1,NULL,دهه اول,37,نیمه اول ماه
101,13930408,1393/04/08,1393,4,تير,101,یکشنبه,2,8,16,2,سه ماهه دوم,4,یکشنبه 8 تیر 1393,201406,2014-06-29 00:00:00.000,2014-06-29,6,June,29,629,201406,Sunday,نيمسال اول,1,NULL,دهه اول,38,نیمه اول ماه
102,13930409,1393/04/09,1393,4,تير,102,دوشنبه,3,9,16,2,سه ماهه دوم,4,دوشنبه 9 تیر 1393,201406,2014-06-30 00:00:00.000,2014-06-30,6,June,30,630,201406,Monday,نيمسال اول,1,NULL,دهه اول,39,نیمه اول ماه
103,13930410,1393/04/10,1393,4,تير,103,سه شنبه,4,10,16,2,سه ماهه دوم,4,سه شنبه 10 تیر 1393,201407,2014-07-01 00:00:00.000,2014-07-01,7,July,1,701,201407,Tuesday,نيمسال اول,1,NULL,دهه اول,40,نیمه اول ماه
104,13930411,1393/04/11,1393,4,تير,104,چهارشنبه,5,11,16,2,سه ماهه دوم,4,چهارشنبه 11 تیر 1393,201407,2014-07-02 00:00:00.000,2014-07-02,7,July,2,702,201407,Wednesday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه اول ماه
105,13930412,1393/04/12,1393,4,تير,105,پنج شنبه,6,12,16,2,سه ماهه دوم,4,پنج شنبه 12 تیر 1393,201407,2014-07-03 00:00:00.000,2014-07-03,7,July,3,703,201407,Thursday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه اول ماه
106,13930413,1393/04/13,1393,4,تير,106,جمعه,7,13,16,2,سه ماهه دوم,4,جمعه 13 تیر 1393,201407,2014-07-04 00:00:00.000,2014-07-04,7,July,4,704,201407,Friday,نيمسال اول,1,True,دهه دوم,NULL,نیمه اول ماه
107,13930414,1393/04/14,1393,4,تير,107,شنبه,1,14,17,2,سه ماهه دوم,4,شنبه 14 تیر 1393,201407,2014-07-05 00:00:00.000,2014-07-05,7,July,5,705,201407,Saturday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه اول ماه
108,13930415,1393/04/15,1393,4,تير,108,یکشنبه,2,15,17,2,سه ماهه دوم,4,یکشنبه 15 تیر 1393,201407,2014-07-06 00:00:00.000,2014-07-06,7,July,6,706,201407,Sunday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه اول ماه
109,13930416,1393/04/16,1393,4,تير,109,دوشنبه,3,16,17,2,سه ماهه دوم,4,دوشنبه 16 تیر 1393,201407,2014-07-07 00:00:00.000,2014-07-07,7,July,7,707,201407,Monday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه دوم ماه
110,13930417,1393/04/17,1393,4,تير,110,سه شنبه,4,17,17,2,سه ماهه دوم,4,سه شنبه 17 تیر 1393,201407,2014-07-08 00:00:00.000,2014-07-08,7,July,8,708,201407,Tuesday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه دوم ماه
111,13930418,1393/04/18,1393,4,تير,111,چهارشنبه,5,18,17,2,سه ماهه دوم,4,چهارشنبه 18 تیر 1393,201407,2014-07-09 00:00:00.000,2014-07-09,7,July,9,709,201407,Wednesday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه دوم ماه
112,13930419,1393/04/19,1393,4,تير,112,پنج شنبه,6,19,17,2,سه ماهه دوم,4,پنج شنبه 19 تیر 1393,201407,2014-07-10 00:00:00.000,2014-07-10,7,July,10,710,201407,Thursday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه دوم ماه
113,13930420,1393/04/20,1393,4,تير,113,جمعه,7,20,17,2,سه ماهه دوم,4,جمعه 20 تیر 1393,201407,2014-07-11 00:00:00.000,2014-07-11,7,July,11,711,201407,Friday,نيمسال اول,1,True,دهه دوم,NULL,نیمه دوم ماه
114,13930421,1393/04/21,1393,4,تير,114,شنبه,1,21,18,2,سه ماهه دوم,4,شنبه 21 تیر 1393,201407,2014-07-12 00:00:00.000,2014-07-12,7,July,12,712,201407,Saturday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
115,13930422,1393/04/22,1393,4,تير,115,یکشنبه,2,22,18,2,سه ماهه دوم,4,یکشنبه 22 تیر 1393,201407,2014-07-13 00:00:00.000,2014-07-13,7,July,13,713,201407,Sunday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
116,13930423,1393/04/23,1393,4,تير,116,دوشنبه,3,23,18,2,سه ماهه دوم,4,دوشنبه 23 تیر 1393,201407,2014-07-14 00:00:00.000,2014-07-14,7,July,14,714,201407,Monday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
117,13930424,1393/04/24,1393,4,تير,117,سه شنبه,4,24,18,2,سه ماهه دوم,4,سه شنبه 24 تیر 1393,201407,2014-07-15 00:00:00.000,2014-07-15,7,July,15,715,201407,Tuesday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
118,13930425,1393/04/25,1393,4,تير,118,چهارشنبه,5,25,18,2,سه ماهه دوم,4,چهارشنبه 25 تیر 1393,201407,2014-07-16 00:00:00.000,2014-07-16,7,July,16,716,201407,Wednesday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
119,13930426,1393/04/26,1393,4,تير,119,پنج شنبه,6,26,18,2,سه ماهه دوم,4,پنج شنبه 26 تیر 1393,201407,2014-07-17 00:00:00.000,2014-07-17,7,July,17,717,201407,Thursday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
120,13930427,1393/04/27,1393,4,تير,120,جمعه,7,27,18,2,سه ماهه دوم,4,جمعه 27 تیر 1393,201407,2014-07-18 00:00:00.000,2014-07-18,7,July,18,718,201407,Friday,نيمسال اول,1,True,دهه سوم,NULL,نیمه دوم ماه
121,13930428,1393/04/28,1393,4,تير,121,شنبه,1,28,19,2,سه ماهه دوم,4,شنبه 28 تیر 1393,201407,2014-07-19 00:00:00.000,2014-07-19,7,July,19,719,201407,Saturday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
122,13930429,1393/04/29,1393,4,تير,122,یکشنبه,2,29,19,2,سه ماهه دوم,4,یکشنبه 29 تیر 1393,201407,2014-07-20 00:00:00.000,2014-07-20,7,July,20,720,201407,Sunday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
123,13930430,1393/04/30,1393,4,تير,123,دوشنبه,3,30,19,2,سه ماهه دوم,4,دوشنبه 30 تیر 1393,201407,2014-07-21 00:00:00.000,2014-07-21,7,July,21,721,201407,Monday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
124,13930431,1393/04/31,1393,4,تير,124,سه شنبه,4,31,19,2,سه ماهه دوم,4,سه شنبه 31 تیر 1393,201407,2014-07-22 00:00:00.000,2014-07-22,7,July,22,722,201407,Tuesday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
125,13930501,1393/05/01,1393,5,مرداد,125,چهارشنبه,5,1,19,2,سه ماهه دوم,5,چهارشنبه 1 مرداد 1393,201407,2014-07-23 00:00:00.000,2014-07-23,7,July,23,723,201407,Wednesday,نيمسال اول,1,NULL,دهه اول,41,نیمه اول ماه
126,13930502,1393/05/02,1393,5,مرداد,126,پنج شنبه,6,2,19,2,سه ماهه دوم,5,پنج شنبه 2 مرداد 1393,201407,2014-07-24 00:00:00.000,2014-07-24,7,July,24,724,201407,Thursday,نيمسال اول,1,NULL,دهه اول,42,نیمه اول ماه
127,13930503,1393/05/03,1393,5,مرداد,127,جمعه,7,3,19,2,سه ماهه دوم,5,جمعه 3 مرداد 1393,201407,2014-07-25 00:00:00.000,2014-07-25,7,July,25,725,201407,Friday,نيمسال اول,1,True,دهه اول,43,نیمه اول ماه
128,13930504,1393/05/04,1393,5,مرداد,128,شنبه,1,4,20,2,سه ماهه دوم,5,شنبه 4 مرداد 1393,201407,2014-07-26 00:00:00.000,2014-07-26,7,July,26,726,201407,Saturday,نيمسال اول,1,NULL,دهه اول,44,نیمه اول ماه
129,13930505,1393/05/05,1393,5,مرداد,129,یکشنبه,2,5,20,2,سه ماهه دوم,5,یکشنبه 5 مرداد 1393,201407,2014-07-27 00:00:00.000,2014-07-27,7,July,27,727,201407,Sunday,نيمسال اول,1,NULL,دهه اول,45,نیمه اول ماه
130,13930506,1393/05/06,1393,5,مرداد,130,دوشنبه,3,6,20,2,سه ماهه دوم,5,دوشنبه 6 مرداد 1393,201407,2014-07-28 00:00:00.000,2014-07-28,7,July,28,728,201407,Monday,نيمسال اول,1,NULL,دهه اول,46,نیمه اول ماه
131,13930507,1393/05/07,1393,5,مرداد,131,سه شنبه,4,7,20,2,سه ماهه دوم,5,سه شنبه 7 مرداد 1393,201407,2014-07-29 00:00:00.000,2014-07-29,7,July,29,729,201407,Tuesday,نيمسال اول,1,NULL,دهه اول,47,نیمه اول ماه
132,13930508,1393/05/08,1393,5,مرداد,132,چهارشنبه,5,8,20,2,سه ماهه دوم,5,چهارشنبه 8 مرداد 1393,201407,2014-07-30 00:00:00.000,2014-07-30,7,July,30,730,201407,Wednesday,نيمسال اول,1,NULL,دهه اول,48,نیمه اول ماه
133,13930509,1393/05/09,1393,5,مرداد,133,پنج شنبه,6,9,20,2,سه ماهه دوم,5,پنج شنبه 9 مرداد 1393,201407,2014-07-31 00:00:00.000,2014-07-31,7,July,31,731,201407,Thursday,نيمسال اول,1,NULL,دهه اول,49,نیمه اول ماه
134,13930510,1393/05/10,1393,5,مرداد,134,جمعه,7,10,20,2,سه ماهه دوم,5,جمعه 10 مرداد 1393,201408,2014-08-01 00:00:00.000,2014-08-01,8,August,1,801,201408,Friday,نيمسال اول,1,True,دهه اول,50,نیمه اول ماه
135,13930511,1393/05/11,1393,5,مرداد,135,شنبه,1,11,21,2,سه ماهه دوم,5,شنبه 11 مرداد 1393,201408,2014-08-02 00:00:00.000,2014-08-02,8,August,2,802,201408,Saturday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه اول ماه
136,13930512,1393/05/12,1393,5,مرداد,136,یکشنبه,2,12,21,2,سه ماهه دوم,5,یکشنبه 12 مرداد 1393,201408,2014-08-03 00:00:00.000,2014-08-03,8,August,3,803,201408,Sunday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه اول ماه
137,13930513,1393/05/13,1393,5,مرداد,137,دوشنبه,3,13,21,2,سه ماهه دوم,5,دوشنبه 13 مرداد 1393,201408,2014-08-04 00:00:00.000,2014-08-04,8,August,4,804,201408,Monday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه اول ماه
138,13930514,1393/05/14,1393,5,مرداد,138,سه شنبه,4,14,21,2,سه ماهه دوم,5,سه شنبه 14 مرداد 1393,201408,2014-08-05 00:00:00.000,2014-08-05,8,August,5,805,201408,Tuesday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه اول ماه
139,13930515,1393/05/15,1393,5,مرداد,139,چهارشنبه,5,15,21,2,سه ماهه دوم,5,چهارشنبه 15 مرداد 1393,201408,2014-08-06 00:00:00.000,2014-08-06,8,August,6,806,201408,Wednesday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه اول ماه
140,13930516,1393/05/16,1393,5,مرداد,140,پنج شنبه,6,16,21,2,سه ماهه دوم,5,پنج شنبه 16 مرداد 1393,201408,2014-08-07 00:00:00.000,2014-08-07,8,August,7,807,201408,Thursday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه دوم ماه
141,13930517,1393/05/17,1393,5,مرداد,141,جمعه,7,17,21,2,سه ماهه دوم,5,جمعه 17 مرداد 1393,201408,2014-08-08 00:00:00.000,2014-08-08,8,August,8,808,201408,Friday,نيمسال اول,1,True,دهه دوم,NULL,نیمه دوم ماه
142,13930518,1393/05/18,1393,5,مرداد,142,شنبه,1,18,22,2,سه ماهه دوم,5,شنبه 18 مرداد 1393,201408,2014-08-09 00:00:00.000,2014-08-09,8,August,9,809,201408,Saturday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه دوم ماه
143,13930519,1393/05/19,1393,5,مرداد,143,یکشنبه,2,19,22,2,سه ماهه دوم,5,یکشنبه 19 مرداد 1393,201408,2014-08-10 00:00:00.000,2014-08-10,8,August,10,810,201408,Sunday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه دوم ماه
144,13930520,1393/05/20,1393,5,مرداد,144,دوشنبه,3,20,22,2,سه ماهه دوم,5,دوشنبه 20 مرداد 1393,201408,2014-08-11 00:00:00.000,2014-08-11,8,August,11,811,201408,Monday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه دوم ماه
145,13930521,1393/05/21,1393,5,مرداد,145,سه شنبه,4,21,22,2,سه ماهه دوم,5,سه شنبه 21 مرداد 1393,201408,2014-08-12 00:00:00.000,2014-08-12,8,August,12,812,201408,Tuesday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
146,13930522,1393/05/22,1393,5,مرداد,146,چهارشنبه,5,22,22,2,سه ماهه دوم,5,چهارشنبه 22 مرداد 1393,201408,2014-08-13 00:00:00.000,2014-08-13,8,August,13,813,201408,Wednesday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
147,13930523,1393/05/23,1393,5,مرداد,147,پنج شنبه,6,23,22,2,سه ماهه دوم,5,پنج شنبه 23 مرداد 1393,201408,2014-08-14 00:00:00.000,2014-08-14,8,August,14,814,201408,Thursday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
148,13930524,1393/05/24,1393,5,مرداد,148,جمعه,7,24,22,2,سه ماهه دوم,5,جمعه 24 مرداد 1393,201408,2014-08-15 00:00:00.000,2014-08-15,8,August,15,815,201408,Friday,نيمسال اول,1,True,دهه سوم,NULL,نیمه دوم ماه
149,13930525,1393/05/25,1393,5,مرداد,149,شنبه,1,25,23,2,سه ماهه دوم,5,شنبه 25 مرداد 1393,201408,2014-08-16 00:00:00.000,2014-08-16,8,August,16,816,201408,Saturday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
150,13930526,1393/05/26,1393,5,مرداد,150,یکشنبه,2,26,23,2,سه ماهه دوم,5,یکشنبه 26 مرداد 1393,201408,2014-08-17 00:00:00.000,2014-08-17,8,August,17,817,201408,Sunday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
151,13930527,1393/05/27,1393,5,مرداد,151,دوشنبه,3,27,23,2,سه ماهه دوم,5,دوشنبه 27 مرداد 1393,201408,2014-08-18 00:00:00.000,2014-08-18,8,August,18,818,201408,Monday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
152,13930528,1393/05/28,1393,5,مرداد,152,سه شنبه,4,28,23,2,سه ماهه دوم,5,سه شنبه 28 مرداد 1393,201408,2014-08-19 00:00:00.000,2014-08-19,8,August,19,819,201408,Tuesday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
153,13930529,1393/05/29,1393,5,مرداد,153,چهارشنبه,5,29,23,2,سه ماهه دوم,5,چهارشنبه 29 مرداد 1393,201408,2014-08-20 00:00:00.000,2014-08-20,8,August,20,820,201408,Wednesday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
154,13930530,1393/05/30,1393,5,مرداد,154,پنج شنبه,6,30,23,2,سه ماهه دوم,5,پنج شنبه 30 مرداد 1393,201408,2014-08-21 00:00:00.000,2014-08-21,8,August,21,821,201408,Thursday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
155,13930531,1393/05/31,1393,5,مرداد,155,جمعه,7,31,23,2,سه ماهه دوم,5,جمعه 31 مرداد 1393,201408,2014-08-22 00:00:00.000,2014-08-22,8,August,22,822,201408,Friday,نيمسال اول,1,True,دهه سوم,NULL,نیمه دوم ماه
156,13930601,1393/06/01,1393,6,شهریور,156,شنبه,1,1,24,2,سه ماهه دوم,6,شنبه 1 شهریور 1393,201408,2014-08-23 00:00:00.000,2014-08-23,8,August,23,823,201408,Saturday,نيمسال اول,1,NULL,دهه اول,51,نیمه اول ماه
157,13930602,1393/06/02,1393,6,شهریور,157,یکشنبه,2,2,24,2,سه ماهه دوم,6,یکشنبه 2 شهریور 1393,201408,2014-08-24 00:00:00.000,2014-08-24,8,August,24,824,201408,Sunday,نيمسال اول,1,NULL,دهه اول,52,نیمه اول ماه
158,13930603,1393/06/03,1393,6,شهریور,158,دوشنبه,3,3,24,2,سه ماهه دوم,6,دوشنبه 3 شهریور 1393,201408,2014-08-25 00:00:00.000,2014-08-25,8,August,25,825,201408,Monday,نيمسال اول,1,NULL,دهه اول,53,نیمه اول ماه
159,13930604,1393/06/04,1393,6,شهریور,159,سه شنبه,4,4,24,2,سه ماهه دوم,6,سه شنبه 4 شهریور 1393,201408,2014-08-26 00:00:00.000,2014-08-26,8,August,26,826,201408,Tuesday,نيمسال اول,1,NULL,دهه اول,54,نیمه اول ماه
160,13930605,1393/06/05,1393,6,شهریور,160,چهارشنبه,5,5,24,2,سه ماهه دوم,6,چهارشنبه 5 شهریور 1393,201408,2014-08-27 00:00:00.000,2014-08-27,8,August,27,827,201408,Wednesday,نيمسال اول,1,NULL,دهه اول,55,نیمه اول ماه
161,13930606,1393/06/06,1393,6,شهریور,161,پنج شنبه,6,6,24,2,سه ماهه دوم,6,پنج شنبه 6 شهریور 1393,201408,2014-08-28 00:00:00.000,2014-08-28,8,August,28,828,201408,Thursday,نيمسال اول,1,NULL,دهه اول,56,نیمه اول ماه
162,13930607,1393/06/07,1393,6,شهریور,162,جمعه,7,7,24,2,سه ماهه دوم,6,جمعه 7 شهریور 1393,201408,2014-08-29 00:00:00.000,2014-08-29,8,August,29,829,201408,Friday,نيمسال اول,1,True,دهه اول,57,نیمه اول ماه
163,13930608,1393/06/08,1393,6,شهریور,163,شنبه,1,8,25,2,سه ماهه دوم,6,شنبه 8 شهریور 1393,201408,2014-08-30 00:00:00.000,2014-08-30,8,August,30,830,201408,Saturday,نيمسال اول,1,NULL,دهه اول,58,نیمه اول ماه
164,13930609,1393/06/09,1393,6,شهریور,164,یکشنبه,2,9,25,2,سه ماهه دوم,6,یکشنبه 9 شهریور 1393,201408,2014-08-31 00:00:00.000,2014-08-31,8,August,31,831,201408,Sunday,نيمسال اول,1,NULL,دهه اول,59,نیمه اول ماه
165,13930610,1393/06/10,1393,6,شهریور,165,دوشنبه,3,10,25,2,سه ماهه دوم,6,دوشنبه 10 شهریور 1393,201409,2014-09-01 00:00:00.000,2014-09-01,9,September,1,901,201409,Monday,نيمسال اول,1,NULL,دهه اول,60,نیمه اول ماه
166,13930611,1393/06/11,1393,6,شهریور,166,سه شنبه,4,11,25,2,سه ماهه دوم,6,سه شنبه 11 شهریور 1393,201409,2014-09-02 00:00:00.000,2014-09-02,9,September,2,902,201409,Tuesday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه اول ماه
167,13930612,1393/06/12,1393,6,شهریور,167,چهارشنبه,5,12,25,2,سه ماهه دوم,6,چهارشنبه 12 شهریور 1393,201409,2014-09-03 00:00:00.000,2014-09-03,9,September,3,903,201409,Wednesday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه اول ماه
168,13930613,1393/06/13,1393,6,شهریور,168,پنج شنبه,6,13,25,2,سه ماهه دوم,6,پنج شنبه 13 شهریور 1393,201409,2014-09-04 00:00:00.000,2014-09-04,9,September,4,904,201409,Thursday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه اول ماه
169,13930614,1393/06/14,1393,6,شهریور,169,جمعه,7,14,25,2,سه ماهه دوم,6,جمعه 14 شهریور 1393,201409,2014-09-05 00:00:00.000,2014-09-05,9,September,5,905,201409,Friday,نيمسال اول,1,True,دهه دوم,NULL,نیمه اول ماه
