Case_ID,Activity,Resource,ResourceGroup,Start_Timestamp,Complete_Timestamp,Requester,Part,Project,IsForce,RequestQuantity
OR-E000018,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,4/6/2019 13:56,4/6/2019 15:26,Department-20200138,Part-2000009158,Project-100400016,0,2
OR-E000018,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,4/6/2019 15:26,4/6/2019 16:48,Department-20200138,Part-2000009158,Project-100400016,0,2
OR-E000018,توزیع سفارش داخلی,Employee2484,داخلی,4/6/2019 16:48,4/7/2019 18:19,Department-20200138,Part-2000009158,Project-100400016,0,2
OR-E000018,کنترل ثبت سفارش داخلی,Employee5692,داخلی,4/7/2019 18:19,4/8/2019 14:57,Department-20200138,Part-2000009158,Project-100400016,0,2
OR-E000018,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,4/8/2019 14:57,4/9/2019 10:42,Department-20200138,Part-2000009158,Project-100400016,0,2
OR-E000019,ارسال درخواست,Employee2556,داخلی,3/30/2019 17:37,3/30/2019 17:37,Department-20200138,Part-2000005708,Project-100400016,0,2
OR-E000019,بررسی سفارش توسط انبار,Employee5148,داخلی,3/30/2019 17:37,3/31/2019 9:54,Department-20200138,Part-2000005708,Project-100400016,0,2
OR-E000019,بررسی مدیر انبار,Employee816,داخلی,3/31/2019 9:54,4/1/2019 14:40,Department-20200138,Part-2000005708,Project-100400016,0,2
OR-E000019,تأیید معاون درخواست کننده  ,Employee1580,داخلی,4/1/2019 14:40,4/6/2019 8:21,Department-20200138,Part-2000005708,Project-100400016,0,2
OR-E000019,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,4/6/2019 8:21,4/6/2019 13:56,Department-20200138,Part-2000005708,Project-100400016,0,2
OR-E000019,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,4/6/2019 13:56,4/6/2019 15:25,Department-20200138,Part-2000005708,Project-100400016,0,2
OR-E000019,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,4/6/2019 15:25,4/6/2019 16:48,Department-20200138,Part-2000005708,Project-100400016,0,2
OR-E000019,توزیع سفارش داخلی,Employee2484,داخلی,4/6/2019 16:48,4/7/2019 18:19,Department-20200138,Part-2000005708,Project-100400016,0,2
OR-E000019,کنترل ثبت سفارش داخلی,Employee5692,داخلی,4/7/2019 18:19,4/8/2019 14:57,Department-20200138,Part-2000005708,Project-100400016,0,2
OR-E000019,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,4/8/2019 14:57,4/9/2019 10:42,Department-20200138,Part-2000005708,Project-100400016,0,2
OR-E000020,ارسال درخواست,Employee2968,داخلی,3/31/2019 12:03,3/31/2019 12:04,Department-20200178,Part-2010005798,Project-100200046,0,546
OR-E000020,تایید سرپرست یا مدیر,Employee3304,داخلی,3/31/2019 12:04,3/31/2019 14:27,Department-20200178,Part-2010005798,Project-100200046,0,546
OR-E000020,بررسی سفارش توسط انبار,Employee2760,داخلی,3/31/2019 14:27,4/1/2019 8:28,Department-20200178,Part-2010005798,Project-100200046,0,546
OR-E000020,بررسی مدیر انبار,Employee816,داخلی,4/1/2019 8:28,4/1/2019 14:50,Department-20200178,Part-2010005798,Project-100200046,0,546
OR-E000020,تأیید معاون درخواست کننده  ,Employee1096,داخلی,4/1/2019 14:50,4/1/2019 19:14,Department-20200178,Part-2010005798,Project-100200046,0,546
OR-E000020,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,4/1/2019 19:14,4/3/2019 8:23,Department-20200178,Part-2010005798,Project-100200046,0,546
OR-E000020,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,4/3/2019 8:23,4/3/2019 11:56,Department-20200178,Part-2010005798,Project-100200046,0,546
OR-E000020,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,4/3/2019 11:56,4/3/2019 13:25,Department-20200178,Part-2010005798,Project-100200046,0,546
OR-E000020,توزیع سفارش داخلی,Employee2484,داخلی,4/3/2019 13:25,4/7/2019 20:36,Department-20200178,Part-2010005798,Project-100200046,0,546
OR-E000020,کنترل ثبت سفارش داخلی,Employee5692,داخلی,4/7/2019 20:36,4/8/2019 12:59,Department-20200178,Part-2010005798,Project-100200046,0,546
OR-E000020,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,4/8/2019 12:59,4/24/2019 7:59,Department-20200178,Part-2010005798,Project-100200046,0,546
OR-E000021,ارسال درخواست,Employee2968,داخلی,3/31/2019 12:09,3/31/2019 12:13,Department-20200178,Part-2010012376,Project-100200198,0,20
OR-E000021,تایید سرپرست یا مدیر,Employee3304,داخلی,3/31/2019 12:13,3/31/2019 14:28,Department-20200178,Part-2010012376,Project-100200198,0,20
OR-E000021,بررسی سفارش توسط انبار,Employee2760,داخلی,3/31/2019 14:28,4/1/2019 8:32,Department-20200178,Part-2010012376,Project-100200198,0,20
OR-E000021,بررسی مدیر انبار,Employee816,داخلی,4/1/2019 8:32,4/1/2019 14:50,Department-20200178,Part-2010012376,Project-100200198,0,20
OR-E000021,تأیید معاون درخواست کننده  ,Employee1096,داخلی,4/1/2019 14:50,4/1/2019 19:13,Department-20200178,Part-2010012376,Project-100200198,0,20
OR-E000021,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,4/1/2019 19:13,4/3/2019 8:24,Department-20200178,Part-2010012376,Project-100200198,0,20
OR-E000021,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,4/3/2019 8:24,4/3/2019 11:57,Department-20200178,Part-2010012376,Project-100200198,0,20
OR-E000021,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,4/3/2019 11:57,4/3/2019 13:25,Department-20200178,Part-2010012376,Project-100200198,0,20
OR-E000021,توزیع سفارش داخلی,Employee2484,داخلی,4/3/2019 13:25,4/6/2019 11:46,Department-20200178,Part-2010012376,Project-100200198,0,20
OR-E000021,کنترل ثبت سفارش داخلی,Employee5692,داخلی,4/6/2019 11:46,4/7/2019 14:25,Department-20200178,Part-2010012376,Project-100200198,0,20
OR-E000021,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,4/7/2019 14:25,8/19/2019 14:54,Department-20200178,Part-2010012376,Project-100200198,0,20
OR-E000021,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee2968,داخلی,8/3/2019 18:09,8/4/2019 15:43,Department-20200178,Part-2010012376,Project-100200198,0,20
OR-E000021,ارسال به انبار,Employee5300,داخلی,8/19/2019 14:54,8/19/2019 14:54,Department-20200178,Part-2010012376,Project-100200198,0,20
OR-E000022,ارسال درخواست,Employee4456,داخلی,3/31/2019 15:42,4/3/2019 12:00,Department-20200118,Part-2000004484,Project-100200046,1,50
OR-E000022,بررسی سفارش توسط انبار,Employee2760,داخلی,4/3/2019 12:00,4/6/2019 9:06,Department-20200118,Part-2000004484,Project-100200046,1,50
OR-E000022,بررسی مدیر انبار,Employee816,داخلی,4/6/2019 9:06,4/6/2019 13:11,Department-20200118,Part-2000004484,Project-100200046,1,50
OR-E000022,تأیید معاون درخواست کننده  ,Employee1096,داخلی,4/6/2019 13:11,4/7/2019 12:21,Department-20200118,Part-2000004484,Project-100200046,1,50
OR-E000022,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,4/7/2019 12:21,4/7/2019 12:39,Department-20200118,Part-2000004484,Project-100200046,1,50
OR-E000022,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,4/7/2019 12:39,4/8/2019 9:28,Department-20200118,Part-2000004484,Project-100200046,1,50
OR-E000022,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,4/8/2019 9:28,4/8/2019 11:03,Department-20200118,Part-2000004484,Project-100200046,1,50
OR-E000022,توزیع سفارش داخلی,Employee2484,داخلی,4/8/2019 11:03,4/8/2019 16:00,Department-20200118,Part-2000004484,Project-100200046,1,50
OR-E000022,کنترل ثبت سفارش داخلی,Employee5692,داخلی,4/8/2019 16:00,4/8/2019 16:07,Department-20200118,Part-2000004484,Project-100200046,1,50
OR-E000022,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5764,داخلی,4/8/2019 16:07,4/11/2019 15:20,Department-20200118,Part-2000004484,Project-100200046,1,50
OR-E000023,ارسال درخواست,Employee1680,داخلی,3/31/2019 15:57,3/31/2019 15:58,Department-20200130,Part-2010015790,Project-100200198,0,8400
OR-E000023,بررسی سفارش توسط انبار,Employee4412,داخلی,3/31/2019 15:58,4/1/2019 13:44,Department-20200130,Part-2010015790,Project-100200198,0,8400
OR-E000023,بررسی مدیر انبار,Employee816,داخلی,4/1/2019 13:44,4/1/2019 14:52,Department-20200130,Part-2010015790,Project-100200198,0,8400
OR-E000023,تأیید معاون درخواست کننده  ,Employee1700,داخلی,4/1/2019 14:52,4/3/2019 8:48,Department-20200130,Part-2010015790,Project-100200198,0,8400
OR-E000023,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,4/3/2019 8:48,4/3/2019 9:35,Department-20200130,Part-2010015790,Project-100200198,0,8400
OR-E000023,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,4/3/2019 9:35,4/3/2019 12:20,Department-20200130,Part-2010015790,Project-100200198,0,8400
OR-E000023,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,4/3/2019 12:20,4/3/2019 13:29,Department-20200130,Part-2010015790,Project-100200198,0,8400
OR-E000023,توزیع سفارش داخلی,Employee2484,داخلی,4/3/2019 13:29,4/3/2019 14:38,Department-20200130,Part-2010015790,Project-100200198,0,8400
OR-E000023,کنترل ثبت سفارش داخلی,Employee5692,داخلی,4/3/2019 14:38,4/6/2019 10:02,Department-20200130,Part-2010015790,Project-100200198,0,8400
OR-E000023,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,4/6/2019 10:02,4/24/2019 7:58,Department-20200130,Part-2010015790,Project-100200198,0,8400
OR-E000024,ارسال درخواست,Employee2388,خارجی,4/1/2019 8:47,4/1/2019 8:47,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000024,تایید سرپرست یا مدیر,Employee404,خارجی,4/1/2019 8:47,4/1/2019 8:54,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000024,بررسی سفارش توسط انبار,Employee4412,خارجی,4/1/2019 8:54,4/1/2019 13:55,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000024,بررسی مدیر انبار,Employee816,خارجی,4/1/2019 13:55,4/1/2019 14:52,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000024,تأیید معاون درخواست کننده  ,Employee1580,خارجی,4/1/2019 14:52,4/6/2019 8:21,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000024,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,خارجی,4/6/2019 8:21,4/6/2019 14:18,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000024,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,خارجی,4/6/2019 14:18,4/6/2019 15:41,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000024,تأیید مدیر ارشد بازرگانی  ,Employee2528,خارجی,4/6/2019 15:41,4/6/2019 16:49,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000024,توزیع سفارش خارجی,Employee3044,خارجی,4/6/2019 16:49,4/6/2019 17:39,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000024,اقدام کارشناس بازرگانی خارجی  ,Employee5228,خارجی,4/6/2019 17:39,10/28/2019 18:17,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000024,اقدام کارشناس بازرگانی خارجی  ,Employee5228,خارجی,4/6/2019 17:39,4/6/2019 0:00,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000024,اقدام کارشناس بازرگانی خارجی  ,Employee5228,خارجی,4/6/2019 17:39,5/4/2019 0:00,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000024,اقدام کارشناس بازرگانی خارجی  ,Employee5228,خارجی,4/6/2019 17:39,5/11/2019 0:00,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000024,اقدام کارشناس بازرگانی خارجی  ,Employee5228,خارجی,4/6/2019 17:39,5/11/2019 0:00,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000024,اقدام کارشناس بازرگانی خارجی  ,Employee5228,خارجی,4/6/2019 17:39,8/14/2019 0:00,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000024,اقدام کارشناس بازرگانی خارجی  ,Employee5228,خارجی,4/6/2019 17:39,5/11/2019 0:00,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000024,اقدام کارشناس بازرگانی خارجی  ,Employee2388,خارجی,4/13/2019 10:47,4/13/2019 10:49,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000024,توزیع سفارش به پشتیبانی جهت ترخیص کالا,Employee3916,خارجی,10/28/2019 18:17,12/28/2020 5:37,Department-20200144,Part-2000010318,Project-100200096,0,1500000
OR-E000025,ارسال درخواست,Employee3544,خارجی,4/1/2019 10:47,4/1/2019 10:48,Department-20200190,Part-2010022500,Project-100200278,0,10
OR-E000025,تایید سرپرست یا مدیر,Employee1120,خارجی,4/1/2019 10:48,4/14/2019 9:17,Department-20200190,Part-2010022500,Project-100200278,0,10
OR-E000025,بررسی سفارش توسط انبار,Employee4412,خارجی,4/14/2019 9:17,4/14/2019 12:24,Department-20200190,Part-2010022500,Project-100200278,0,10
OR-E000025,تایید معاون طرح و برنامه,Employee1580,خارجی,4/14/2019 12:24,4/16/2019 19:17,Department-20200190,Part-2010022500,Project-100200278,0,10
OR-E000025,تایید معاون طرح و برنامه,Employee3304,خارجی,4/14/2019 13:11,4/16/2019 8:38,Department-20200190,Part-2010022500,Project-100200278,0,10
OR-E000025,ثبت سفارش توسط انبار,Employee4412,خارجی,4/16/2019 19:17,4/17/2019 16:41,Department-20200190,Part-2010022500,Project-100200278,0,10
OR-E000025,بررسی مدیر انبار,Employee816,خارجی,4/17/2019 16:41,4/17/2019 16:52,Department-20200190,Part-2010022500,Project-100200278,0,10
OR-E000025,تأیید معاون درخواست کننده  ,Employee5648,خارجی,4/17/2019 16:52,4/18/2019 11:33,Department-20200190,Part-2010022500,Project-100200278,0,10
OR-E000025,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,خارجی,4/18/2019 11:33,4/20/2019 15:38,Department-20200190,Part-2010022500,Project-100200278,0,10
OR-E000025,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,خارجی,4/20/2019 15:38,4/20/2019 17:57,Department-20200190,Part-2010022500,Project-100200278,0,10
OR-E000025,تأیید مدیر ارشد بازرگانی  ,Employee2528,خارجی,4/20/2019 17:57,4/20/2019 17:58,Department-20200190,Part-2010022500,Project-100200278,0,10
OR-E000025,توزیع سفارش داخلی,Employee2484,خارجی,4/20/2019 17:58,4/21/2019 11:03,Department-20200190,Part-2010022500,Project-100200278,0,10
OR-E000025,کنترل ثبت سفارش داخلی,Employee5692,خارجی,4/21/2019 11:03,4/23/2019 9:28,Department-20200190,Part-2010022500,Project-100200278,0,10
OR-E000025,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee3488,خارجی,4/23/2019 9:28,5/4/2019 8:56,Department-20200190,Part-2010022500,Project-100200278,0,10
OR-E000025,درخواست تغییر نوع خرید داخلی,Employee2484,خارجی,5/4/2019 8:56,5/7/2019 9:37,Department-20200190,Part-2010022500,Project-100200278,0,10
OR-E000025,تغییر نوع خرید,Employee2528,خارجی,5/7/2019 9:37,5/7/2019 10:12,Department-20200190,Part-2010022500,Project-100200278,0,10
OR-E000025,توزیع سفارش خارجی-تغییر یافته,Employee3044,خارجی,5/7/2019 10:12,5/7/2019 14:51,Department-20200190,Part-2010022500,Project-100200278,0,10
